Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,TimeOfDay,Customer_Category,Season,Promotion,Member
1000005407,9/1/2022,Kimberly Gomez,"['Trail Mix', 'Popcorn', 'Handbag', 'Canned Soup', 'Umbrella', 'Frozen Sausages', 'Paprika', 'Slippers', 'Index Cards', 'Sweatshirt', 'Water']",11,119.38,Mobile Payment,Hà Nội,16:30:02,Young Adult (20-29),Winter,Discount on Selected Items,No
1000005408,6/22/2022,Heather Mccann,"['One-Piece Swimsuit', 'Chocolate', 'Hand Sanitizer']",3,22.59,Mobile Payment,Hà Nội,14:39:38,Adult (30-49),Winter,None,No
1000005409,6/7/2022,Michelle Rubio,"['Washcloths', 'Tomato Sauce', 'Candy Bars', 'Thermometer', 'Dryer Sheets', 'Bath Salts', 'Chili Powder']",7,79.5,Debit Card,Hải Phòng,18:50:41,Adult (30-49),Winter,Discount on Selected Items,No
1000005410,10/25/2021,Patrick Smith MD,"['Headbands', 'Disinfectant Wipes', 'Tank Top', 'Pain Relievers', 'Butter', 'Rug', 'Cotton Balls', 'Envelopes']",8,87.71,Credit Card,Hải Phòng,19:38:14,Middle-aged (50-64),Winter,BOGO (Buy One Get One),No
1000005411,4/13/2021,Tamara Castro,"['Soy Sauce', 'Tote Bag', 'Bathrobe', 'Wallet']",4,39.36,Debit Card,Hà Nội,21:34:25,Young Adult (20-29),Winter,BOGO (Buy One Get One),No
1000005412,7/1/2020,Daniel Willis,"['Canola Oil', 'Rowing Machine', 'Shower Shoes', 'Lighter', 'Batteries', 'Tape']",6,64.18,Mobile Payment,Hà Nội,9:45:38,Teenager (13-19),Spring,None,Yes
1000005413,8/27/2021,Kimberly Miller,"['Raincoat', 'Laptop Bag', 'Sports Drinks']",3,18.47,Mobile Payment,Hải Phòng,14:12:32,Teenager (13-19),Fall,BOGO (Buy One Get One),No
1000005414,11/11/2023,Kelsey Schmitt,['Band-Aids'],1,2.77,Mobile Payment,Hồ Chí Minh,12:56:49,Teenager (13-19),Summer,None,Yes
1000005415,12/8/2020,Jonathan Schmitt,"['Ear Muffs', 'Tomatoes', 'Pasta Sauce', 'Oats', 'Nail Polish Remover', 'Bath Mat']",6,86.52,Cash,Hồ Chí Minh,14:50:02,Adult (30-49),Spring,None,No
1000005416,5/28/2021,David Guzman,"['Paper Cups', 'Super Glue', 'Plastic Wrap', 'Paper Plates', 'Stamps']",5,51.94,Credit Card,Hà Nội,10:26:09,Teenager (13-19),Summer,BOGO (Buy One Get One),Yes
1000005417,3/16/2022,Olivia Meyers,"['Wine', 'Butter']",2,30.83,Debit Card,Hà Nội,7:39:37,Young Adult (20-29),Spring,Discount on Selected Items,No
1000005418,7/3/2022,Ryan Davis,['Leggings'],1,19.44,Cash,Hà Nội,6:42:59,Adult (30-49),Fall,BOGO (Buy One Get One),No
1000005419,10/30/2023,Nicole Chambers,"['Shampoo', 'Scarf', 'Notebook Paper']",3,32.95,Cash,Hồ Chí Minh,23:24:38,Adult (30-49),Fall,None,No
1000005420,8/23/2020,Bruce Wilson,"['Treadmill', 'Carry-on Bag', 'Frozen Garlic Bread']",3,23.44,Credit Card,Hồ Chí Minh,17:36:03,Adult (30-49),Spring,BOGO (Buy One Get One),Yes
1000005421,7/23/2022,Gregory Bailey,"['Ice Cream Cones', 'Cinnamon', 'Extension Cord']",3,52.65,Debit Card,Hà Nội,9:03:43,Young Adult (20-29),Summer,BOGO (Buy One Get One),No
1000005422,9/28/2022,Amber Fitzpatrick,"['Honey', 'Cucumber', 'Frozen Chicken Nuggets']",3,41.28,Cash,Hà Nội,16:37:38,Adult (30-49),Fall,Discount on Selected Items,Yes
1000005423,8/5/2020,Brooke Rodriguez,"['Beer', 'Multi-Surface Cleaner', 'Jelly', 'Frozen Pizza Rolls', 'Paprika']",5,52.24,Mobile Payment,Hải Phòng,16:02:42,Adult (30-49),Summer,BOGO (Buy One Get One),Yes
1000005424,12/17/2021,Kristen Bradley,"['Cheese', 'Blouse', 'Handbag']",3,30.92,Debit Card,Hà Nội,14:09:14,Young Adult (20-29),Winter,None,No
1000005425,12/12/2021,Margaret Davis,"['Pasta Sauce', 'First Aid Kit', 'Folders', 'Soda', 'Swim Trunks']",5,65.98,Credit Card,Hà Nội,13:35:12,Young Adult (20-29),Winter,BOGO (Buy One Get One),Yes
1000005426,5/1/2020,Joanne Sanders,"['Barbecue Sauce', 'Matches', 'Toilet Paper', 'Bubble Bath', 'Laundry Basket', 'Sneakers', 'Energy Drinks', 'Frozen Pancakes']",8,105.96,Cash,Hồ Chí Minh,20:59:23,Adult (30-49),Fall,Discount on Selected Items,Yes
1000005427,11/1/2020,Cathy Lambert,['Gym Bag'],1,15.17,Cash,Hà Nội,19:00:09,Middle-aged (50-64),Winter,None,No
1000005428,5/14/2023,Kimberly Strickland,"['Toilet Paper', 'Plastic Wrap', 'Tote Bag', 'Juice', 'Frozen Pizza Rolls', 'Allergy Medicine', 'Paper Towels', 'First Aid Kit', 'Polo Shirt', 'Sandals']",10,110.09,Credit Card,Hà Nội,21:14:05,Teenager (13-19),Winter,None,Yes
1000005429,8/29/2021,Heather Phelps,"['Slippers', 'Dumbbells', 'Sugar', 'Pain Relievers', 'Photo Albums']",5,59.92,Cash,Hà Nội,16:25:31,Senior (65+),Fall,BOGO (Buy One Get One),Yes
1000005430,12/3/2020,Sarah Bennett,"['Belt', 'Body Wash', 'Cumin', 'Frozen Cake', 'Trash Bags']",5,65,Debit Card,Hồ Chí Minh,10:11:45,Adult (30-49),Spring,Discount on Selected Items,Yes
1000005431,12/20/2023,Pamela Martinez,"['Hair Ties', 'Tomato Sauce', 'Frozen Fish Sticks', 'Heels']",4,62.04,Debit Card,Hồ Chí Minh,17:24:40,Senior (65+),Fall,None,Yes
1000005432,1/8/2022,David Brown,"['Flour', 'Jacket', 'Hair Ties', 'Nail Clippers', 'Frozen Breakfast Sandwiches', 'Sweatshirt']",6,69.75,Mobile Payment,Hải Phòng,10:21:14,Young Adult (20-29),Winter,Discount on Selected Items,Yes
1000005433,9/8/2023,Theodore Jones,"['Ice Cream', 'Yoga Mat', 'Rice', 'Scissors']",4,42.63,Mobile Payment,Hà Nội,20:00:27,Young Adult (20-29),Fall,Discount on Selected Items,Yes
1000005434,9/4/2022,Jennifer Anderson,"['Candles', 'Hot Sauce', 'Charcoal', 'Tomato Sauce']",4,49.75,Cash,Hà Nội,17:34:36,Teenager (13-19),Summer,BOGO (Buy One Get One),Yes
1000005435,6/23/2023,Ronnie Fritz,"['First Aid Kit', 'Soap', 'Slippers', 'Sunscreen']",4,48.09,Cash,Hồ Chí Minh,12:05:01,Middle-aged (50-64),Summer,BOGO (Buy One Get One),Yes
1000005436,5/19/2022,Stephanie Ray,"['Post-it Notes', 'Butter', 'Backpack', 'Paper Cups', 'Tomatoes']",5,65.35,Cash,Hà Nội,22:25:42,Teenager (13-19),Winter,BOGO (Buy One Get One),No
1000005437,6/11/2023,Ashley Case,"['Skirt', 'Matches', 'Handbag', 'Winter Hat', 'Water', 'Ice Cream Sandwiches', 'Frozen Bagels']",7,78.38,Mobile Payment,Hà Nội,11:34:26,Senior (65+),Fall,None,Yes
1000005438,9/5/2021,Mark Miles,"['Light Bulbs', 'Stamps', 'Bath Mat', 'Paper Towels']",4,30.61,Credit Card,Hà Nội,17:15:09,Teenager (13-19),Summer,None,No
1000005439,8/23/2022,James Andrews,"['Sports Bra', 'Trash Bags', 'Jelly', 'Frozen Cake', 'Pain Relievers']",5,47.62,Debit Card,Cần Thơ,4:41:43,Adult (30-49),Summer,None,No
1000005440,12/16/2021,Adam King,"['Plastic Cups', 'Pens']",2,22.63,Credit Card,Hà Nội,21:54:05,Adult (30-49),Fall,BOGO (Buy One Get One),Yes
1000005441,6/6/2023,Christine Brooks,"['Shoes', 'Plastic Wrap']",2,19.47,Credit Card,Hồ Chí Minh,9:40:27,Middle-aged (50-64),Spring,None,No
1000005442,6/20/2022,Keith Smith,"['Cotton Swabs', 'Cheese', 'Laundry Basket', 'Canned Tuna', 'Orange Juice', 'Syrup', 'Tomato Sauce']",7,82.94,Cash,Hồ Chí Minh,9:06:01,Young Adult (20-29),Summer,Discount on Selected Items,Yes
1000005443,2/24/2023,Tracy Marshall,"['Canola Oil', 'Foam Roller', 'Lighter Fluid', 'Jacket', 'Slippers', 'Multi-Surface Cleaner', 'Beach Towel', 'Yoga Mat', 'Light Bulbs']",9,74.22,Mobile Payment,Hà Nội,17:55:27,Adult (30-49),Fall,Discount on Selected Items,No
1000005444,5/5/2022,Michael Brown,"['Frozen Dinners', 'Laundry Detergent']",2,10.98,Debit Card,Cần Thơ,7:10:37,Teenager (13-19),Summer,Discount on Selected Items,No
1000005445,8/1/2021,Michael Peters,"['Chili Powder', 'First Aid Kit', 'Paper Cups', 'Multi-Surface Cleaner', 'Towels', 'Lemonade']",6,46.56,Cash,Hồ Chí Minh,1:19:06,Senior (65+),Spring,BOGO (Buy One Get One),No
1000005446,11/12/2022,Whitney Barber,"['Ruler', 'Hangers', 'Shaving Cream', 'Protein Shakes', 'Laundry Detergent', 'Lighter Fluid']",6,63.09,Credit Card,Hồ Chí Minh,13:00:30,Middle-aged (50-64),Fall,BOGO (Buy One Get One),No
1000005447,1/20/2022,Mallory Gomez,"['Boots', 'Goggles', 'Mustard', 'Chicken']",4,30.41,Cash,Hải Phòng,5:18:02,Teenager (13-19),Spring,Discount on Selected Items,Yes
1000005448,1/26/2021,Jennifer Hall,"['Almonds', 'Bleach']",2,7.47,Debit Card,Hà Nội,20:35:46,Teenager (13-19),Spring,None,Yes
1000005449,1/20/2020,Max Jones,"['Resistance Bands', 'Canola Oil', 'Hair Ties', 'Shower Cap']",4,48.7,Credit Card,Hồ Chí Minh,10:36:13,Adult (30-49),Spring,None,Yes
1000005450,9/23/2021,Phillip Kaufman,"['Shampoo', 'Gym Bag', 'Ziploc Bags', 'Cough Syrup', 'Band-Aids']",5,38.3,Credit Card,Hà Nội,15:12:20,Middle-aged (50-64),Summer,BOGO (Buy One Get One),Yes
1000005451,6/18/2023,Larry Barrett,"['Frozen Cake', 'Spaghetti', 'Batteries', 'Facial Tissue', 'Popcorn']",5,70.82,Credit Card,Hồ Chí Minh,10:49:02,Young Adult (20-29),Summer,None,Yes
1000005452,2/26/2022,Mr. Randy Gilmore,"['Picture Frames', 'Frozen Cookies', 'Sneakers', 'Donuts']",4,35.42,Cash,Hồ Chí Minh,12:25:44,Adult (30-49),Summer,None,Yes
1000005453,2/19/2021,Michael Ramirez,"['Binders', 'Bubble Bath', 'Dryer Sheets']",3,18.72,Mobile Payment,Hồ Chí Minh,21:46:15,Senior (65+),Winter,None,No
1000005454,6/16/2022,Diane Wagner,"['Slippers', 'Brownies', 'Hand Sanitizer']",3,22.61,Credit Card,Hồ Chí Minh,16:55:46,Middle-aged (50-64),Summer,None,No
1000005455,9/30/2023,Andrea Brown,"['Canned Fruit', 'Cookies', 'Ice Cream Tubs', 'Glue', 'Deodorant']",5,48.66,Credit Card,Hà Nội,17:56:20,Adult (30-49),Summer,None,No
1000005456,1/25/2021,Cody Willis,"['Butter', 'Weight Bench', 'Ice Cream', 'Lighter Fluid', 'Disinfectant Wipes', 'Briefcase', 'Bubble Bath']",7,68.43,Cash,Hồ Chí Minh,9:12:46,Senior (65+),Spring,Discount on Selected Items,No
1000005457,9/8/2020,Miguel Allen,['Paprika'],1,9.95,Credit Card,Hà Nội,13:31:11,Adult (30-49),Winter,Discount on Selected Items,No
1000005458,11/15/2022,Jennifer Vargas,"['Jam', 'Paper Towels', 'Butter', 'Frozen Cookies']",4,39.06,Debit Card,Hồ Chí Minh,9:16:22,Teenager (13-19),Summer,None,No
1000005459,6/30/2022,Chad Graham,"['Flats', 'Frozen Meatballs', 'Kettlebells', 'Glass Cleaner', 'Light Bulbs']",5,38.99,Cash,Hồ Chí Minh,16:04:11,Adult (30-49),Summer,Discount on Selected Items,No
1000005460,4/4/2020,Michael Fernandez,"['Passport Holder', 'Shampoo', 'Syrup', 'Sneakers', 'Pasta', 'Index Cards', 'Suitcase', 'Frozen Fruit']",8,70.47,Credit Card,Hồ Chí Minh,10:11:21,Young Adult (20-29),Fall,BOGO (Buy One Get One),Yes
1000005461,10/13/2023,Katherine Williams,"['Paper Towels', 'Muffins', 'Bobby Pins', 'Butter', 'Extension Cord', 'Frozen Waffles', 'Scarf', 'Raincoat', 'Frozen Meatballs']",9,110.04,Debit Card,Đà Nẵng,9:44:27,Adult (30-49),Spring,None,No
1000005462,5/22/2021,Jasmine Gutierrez,"['Frozen Pizza Rolls', 'Scrubbers', 'Ice Cream Tubs']",3,31.08,Credit Card,Hà Nội,19:07:05,Young Adult (20-29),Fall,None,Yes
1000005463,8/21/2020,Andrew Bowen,['Pickles'],1,3.86,Credit Card,Cần Thơ,6:10:30,Middle-aged (50-64),Fall,Discount on Selected Items,No
1000005464,7/22/2020,Ernest Jones,"['Beach Towel', 'Hot Sauce', 'Flashlight', 'Crackers', 'Super Glue']",5,46.03,Debit Card,Hồ Chí Minh,11:12:13,Young Adult (20-29),Winter,None,Yes
1000005465,3/30/2020,Pamela Scott,"['Tea', 'Cotton Swabs', 'Sweatshirt', 'Beer', 'Mouthwash', 'Butter']",6,60.65,Debit Card,Hồ Chí Minh,14:04:22,Young Adult (20-29),Spring,None,No
1000005466,4/28/2020,Philip Gonzales,"['Vegetable Oil', 'Sunscreen']",2,22.83,Mobile Payment,Hải Phòng,10:06:18,Teenager (13-19),Spring,None,Yes
1000005467,9/2/2023,Bonnie Schneider,"['Kettlebells', 'Sweater', 'Bread', 'Crackers', 'Photo Albums', 'First Aid Kit', 'Cold Medicine', 'Storage Bins']",8,85.76,Cash,Hồ Chí Minh,9:48:01,Teenager (13-19),Fall,None,No
1000005468,5/31/2021,Ashley Wright,"['Swim Cap', 'Cough Syrup', 'Sweatshirt', 'Oats', 'Cheese']",5,46.98,Credit Card,Hồ Chí Minh,10:36:18,Senior (65+),Spring,Discount on Selected Items,Yes
1000005469,10/16/2022,Jim Mcpherson,"['Capri Pants', 'Syrup', 'Sunscreen']",3,9.19,Cash,Hồ Chí Minh,11:50:14,Adult (30-49),Summer,Discount on Selected Items,No
1000005470,5/11/2022,Kenneth Thomas,"['Suitcase', 'Socks', 'Jacket', 'Beach Towel']",4,25.32,Mobile Payment,Hải Phòng,6:51:12,Middle-aged (50-64),Fall,Discount on Selected Items,Yes
1000005471,10/18/2020,Carmen Williams,"['Bagels', 'Bra', 'T-Shirt', 'Glue', 'Elliptical', 'Crackers', 'Hangers']",7,75.64,Cash,Hồ Chí Minh,13:10:11,Adult (30-49),Spring,BOGO (Buy One Get One),Yes
1000005472,10/16/2021,Joel Cooper,"['Lollipops', 'Frozen Fruit', 'Frozen Pancakes', 'Extension Cord', 'Gum', 'Juice']",6,77.13,Mobile Payment,Hà Nội,15:58:41,Senior (65+),Summer,Discount on Selected Items,Yes
1000005473,12/26/2021,Mrs. Madison Santana,['Peanut Butter'],1,8.62,Credit Card,Hà Nội,15:57:34,Young Adult (20-29),Spring,BOGO (Buy One Get One),No
1000005474,11/6/2020,Travis Rice,['Winter Hat'],1,12.52,Mobile Payment,Hồ Chí Minh,11:41:32,Adult (30-49),Summer,None,No
1000005475,8/6/2021,Jeremy Norris,"['Gum', 'Ketchup', 'Canned Vegetables', 'Frozen Chicken Nuggets', 'Toilet Paper', 'Paper Plates', 'Dress']",7,86.12,Credit Card,Hồ Chí Minh,8:39:40,Senior (65+),Winter,BOGO (Buy One Get One),Yes
1000005476,11/30/2022,Laura Mcclain,"['Markers', 'Shower Cap', 'Frozen Cookies', 'Swim Cap']",4,43.8,Cash,Hồ Chí Minh,21:49:04,Middle-aged (50-64),Summer,BOGO (Buy One Get One),No
1000005477,10/21/2020,David Aguilar,"['Donuts', 'Orange Juice', 'Goggles', 'Dish Soap', 'Toilet Bowl Cleaner']",5,58.27,Debit Card,Hà Nội,20:58:27,Young Adult (20-29),Spring,None,Yes
1000005478,1/8/2020,Russell Cruz,"['Frozen Bagels', 'Frozen Sausages', 'Jump Rope', 'Lemonade']",4,35.26,Cash,Hà Nội,18:14:13,Young Adult (20-29),Spring,Discount on Selected Items,No
1000005479,2/2/2020,Carol Dixon,"['Light Bulbs', 'Stamps', 'Frozen Breakfast Sandwiches', 'Butter', 'Multi-Surface Cleaner', 'Flashlight', 'Underwear', 'Canned Soup', 'Cookies', 'Passport Holder', 'Sugar']",11,98.09,Debit Card,Hà Nội,16:15:44,Young Adult (20-29),Spring,None,No
1000005480,4/16/2020,Cristina Smith,"['Leggings', 'Frozen Cookies', 'Frozen Pizza Rolls']",3,38.92,Cash,Hà Nội,17:33:06,Adult (30-49),Fall,Discount on Selected Items,No
1000005481,11/13/2021,Laura Pham,"['Leggings', 'Gelato']",2,36.13,Credit Card,Hà Nội,4:20:25,Adult (30-49),Summer,Discount on Selected Items,Yes
1000005482,10/30/2022,John Jones,"['Notebooks', 'Leggings', 'Frozen Sausages']",3,38.36,Cash,Hồ Chí Minh,16:16:14,Adult (30-49),Spring,BOGO (Buy One Get One),No
1000005483,4/11/2020,Austin James,"['Cough Drops', 'Pretzels']",2,17.49,Mobile Payment,Hồ Chí Minh,10:09:58,Senior (65+),Winter,BOGO (Buy One Get One),No
1000005484,8/24/2022,Alexander Sullivan,"['Multi-Surface Cleaner', 'Canned Tuna', 'Washcloths', 'Jeans']",4,58.99,Cash,Hà Nội,13:31:05,Young Adult (20-29),Summer,None,No
1000005485,8/24/2022,Jacqueline Barron,"['Passport Holder', 'Swim Trunks', 'Lollipops']",3,50.66,Credit Card,Đà Nẵng,9:52:41,Young Adult (20-29),Summer,Discount on Selected Items,No
1000005486,2/8/2023,Jason Arroyo,"['Frozen Meatballs', 'Pants', 'Bread', 'Tomatoes']",4,50.52,Mobile Payment,Hồ Chí Minh,9:31:35,Adult (30-49),Summer,BOGO (Buy One Get One),Yes
1000005487,7/10/2020,Colin Herrera,"['Beef', 'Elliptical', 'Matches', 'Batteries', 'Laundry Detergent', 'Frozen Pie', 'Sorbets', 'Soda', 'Shoes', 'Frozen Fries']",10,120.86,Cash,Hà Nội,9:53:50,Adult (30-49),Winter,Discount on Selected Items,No
1000005488,3/2/2022,Shelby Herring,"['Bra', 'Skirt', 'Hand Sanitizer', 'Lighter Fluid', 'Multi-Surface Cleaner', 'Juice', 'Tweezers', 'Crayons', 'Pepper', 'Raincoat', 'Deodorant']",11,101.67,Cash,Hà Nội,15:20:11,Senior (65+),Spring,BOGO (Buy One Get One),No
1000005489,11/28/2021,Beth Davis,"['Yogurt', 'Resistance Bands', 'Cumin', 'Frozen Pancakes', 'Lighter', 'Pencils', 'Frozen Pizza']",7,65.11,Cash,Hồ Chí Minh,8:33:31,Adult (30-49),Fall,None,No
1000005490,9/21/2021,Roy Patton,"['Cough Drops', 'Shaving Cream', 'Popsicles', 'Packing Tape']",4,37.52,Debit Card,Hà Nội,15:20:14,Middle-aged (50-64),Spring,Discount on Selected Items,Yes
1000005491,2/18/2021,Nicholas Lewis,"['Headbands', 'Construction Paper']",2,28.88,Cash,Hồ Chí Minh,16:53:49,Adult (30-49),Winter,None,No
1000005492,5/12/2022,Michele Russell,"['Resistance Bands', 'Moving Boxes', 'Swim Trunks', 'Frozen Cake', 'Hand Sanitizer', 'Shaving Cream', 'Goggles', 'Sunscreen', 'Oats']",9,94.42,Mobile Payment,Hà Nội,14:22:51,Adult (30-49),Summer,None,Yes
1000005493,3/21/2020,Ricky Morrison,"['Wallet', 'Frozen Chicken Nuggets']",2,25.78,Cash,Hà Nội,12:31:30,Teenager (13-19),Spring,None,Yes
1000005494,1/23/2021,Ashley Calhoun,"['Band-Aids', 'Gloves', 'Frozen Meatballs', 'Scrubbers']",4,41.12,Debit Card,Hải Phòng,14:26:09,Young Adult (20-29),Spring,None,No
1000005495,2/9/2020,Chloe Mendoza,"['Toilet Paper', 'Rowing Machine', 'Laundry Detergent', 'Flour', 'Bathrobe', 'Coat', 'Frozen Sausages', 'T-Shirt', 'Winter Hat', 'Lemonade', 'Hairbrush']",11,103.4,Cash,Hải Phòng,15:59:27,Young Adult (20-29),Winter,BOGO (Buy One Get One),Yes
1000005496,1/5/2020,Sarah Hanson,"['Canned Soup', 'Frozen Fruit', 'Shelving', 'Resistance Bands', 'Shorts', 'Lighter', 'Briefcase', 'Jelly', 'Duct Tape', 'Detergent']",10,103.69,Cash,Hà Nội,22:53:41,Middle-aged (50-64),Winter,Discount on Selected Items,No
1000005497,10/17/2021,Brenda Henson,"['Allergy Medicine', 'Picture Frames', 'Granola Bars', 'Cough Syrup', 'Duct Tape', 'Bath Bombs', 'Bathrobe']",7,79.63,Cash,Hải Phòng,17:13:09,Adult (30-49),Summer,Discount on Selected Items,No
1000005498,5/10/2021,Susan Jordan,"['Picture Frames', 'Batteries', 'Cotton Swabs', 'Mouthwash', 'Slippers', 'Toothpaste']",6,54.52,Mobile Payment,Hà Nội,17:35:11,Teenager (13-19),Summer,None,No
1000005499,4/16/2021,Robert Huff,"['Bananas', 'Weight Bench', 'Frozen Dinners']",3,28.71,Debit Card,Hà Nội,6:53:33,Adult (30-49),Summer,Discount on Selected Items,Yes
1000005500,11/28/2020,Brittany Mckay,"['Thermometer', 'Frozen Burritos', 'Pretzels', 'Slippers']",4,53.48,Credit Card,Đà Nẵng,12:52:17,Adult (30-49),Spring,Discount on Selected Items,No
1000005501,8/13/2021,Bonnie Martin,"['Frozen Fruit', 'Olives']",2,19.56,Cash,Cần Thơ,8:48:11,Adult (30-49),Summer,BOGO (Buy One Get One),No
1000005502,1/15/2020,Renee Santos,"['Hair Ties', 'Mints', 'Ice Cream Sandwiches', 'Frozen Chicken Nuggets', 'Notebook Paper']",5,83.05,Mobile Payment,Hồ Chí Minh,11:01:09,Young Adult (20-29),Summer,None,Yes
1000005503,12/5/2021,Mr. Steven Mckenzie Jr.,"['Ice Cream', 'Towels', 'Soda', 'Notebooks']",4,48.25,Mobile Payment,Hải Phòng,21:30:55,Adult (30-49),Summer,BOGO (Buy One Get One),Yes
1000005504,5/14/2021,Sonya Kelly,"['Stain Remover', 'Jacket', 'Allergy Medicine']",3,49.28,Cash,Cần Thơ,11:18:51,Middle-aged (50-64),Spring,Discount on Selected Items,No
1000005505,8/30/2020,Joseph Paul,"['Flats', 'Slippers', 'Ice Cream', 'Muffins']",4,44.89,Cash,Hà Nội,13:23:32,Young Adult (20-29),Fall,Discount on Selected Items,Yes
1000005506,2/28/2023,Jessica Madden,"['Laundry Detergent', 'Slippers', 'Frozen Bread', 'Crackers']",4,47.53,Cash,Hà Nội,5:37:12,Middle-aged (50-64),Spring,BOGO (Buy One Get One),Yes
1000005507,2/21/2023,Jason Leach,"['Beef', 'Treadmill', 'Frozen Waffles', 'Washcloths', 'Polo Shirt']",5,56.84,Credit Card,Hà Nội,16:33:46,Young Adult (20-29),Winter,None,No
1000005508,9/26/2021,Evelyn Burke,['Slippers'],1,13.72,Credit Card,Hà Nội,2:44:09,Teenager (13-19),Summer,Discount on Selected Items,Yes
1000005509,2/7/2023,Julie Clark,"['Cashews', 'Sports Drinks', 'Lighter', 'Butter']",4,34.29,Debit Card,Cần Thơ,21:33:57,Adult (30-49),Summer,BOGO (Buy One Get One),No
1000005510,11/30/2021,Robin Simmons,"['Jacket', 'Exercise Ball']",2,27.11,Credit Card,Hồ Chí Minh,13:16:09,Adult (30-49),Fall,Discount on Selected Items,No
1000005511,12/12/2023,Stephanie Krause,"['Peanut Butter', 'Passport Holder', 'Protein Shakes', 'Baking Powder']",4,41.35,Credit Card,Hồ Chí Minh,8:26:17,Young Adult (20-29),Winter,None,No
1000005512,1/16/2020,Tanya Walton,['Garlic Powder'],1,15.65,Credit Card,Hà Nội,13:53:09,Young Adult (20-29),Spring,Discount on Selected Items,Yes
1000005513,3/27/2022,Kayla Kelley,['Pain Relievers'],1,5.41,Mobile Payment,Hà Nội,12:58:57,Adult (30-49),Fall,Discount on Selected Items,No
1000005514,7/3/2021,Brian Mckee,"['Flip Flops', 'Hand Sanitizer', 'Vinegar', 'Chicken', 'Pajamas', 'Calculator']",6,39.17,Mobile Payment,Cần Thơ,17:54:00,Middle-aged (50-64),Fall,Discount on Selected Items,Yes
1000005515,11/9/2020,Beth Johnson,"['Frozen Pancakes', 'Dress', 'Treadmill', 'Mac and Cheese', 'Suitcase', 'Photo Albums']",6,49.14,Cash,Đà Nẵng,13:04:46,Middle-aged (50-64),Winter,None,No
1000005516,12/22/2020,Cynthia Martinez,"['Chewing Gum', 'Sunglasses', 'Almonds', 'Ice Cream Tubs', 'Cough Drops', 'Tomatoes', 'Frozen Pancakes']",7,53.75,Mobile Payment,Hải Phòng,20:42:17,Young Adult (20-29),Summer,BOGO (Buy One Get One),Yes
1000005517,8/3/2023,Alison Rosales,"['Moving Boxes', 'Hot Sauce']",2,17.62,Debit Card,Hồ Chí Minh,10:21:18,Adult (30-49),Spring,None,Yes
1000005518,7/2/2020,Steven Powell,"['Laundry Detergent', 'Detergent']",2,26.55,Debit Card,Đà Nẵng,10:42:35,Adult (30-49),Fall,BOGO (Buy One Get One),Yes
1000005519,12/11/2020,David Levy,"['Bleach', 'Pencils', 'Batteries', 'Flashlight']",4,32.6,Cash,Hồ Chí Minh,14:12:40,Young Adult (20-29),Winter,None,No
1000005520,2/8/2023,Erika Warner,"['Nail Clippers', 'Lemonade', 'Frozen Vegetables', 'Lip Balm', 'Laundry Detergent', 'Colored Pencils', 'Frozen Pizza', 'Baking Powder']",8,58.81,Credit Card,Đà Nẵng,11:40:57,Adult (30-49),Fall,Discount on Selected Items,Yes
1000005521,11/17/2022,Melissa Donovan,"['Salt', 'Batteries', 'Notebook Paper', 'Butter', 'Frozen Garlic Bread']",5,65.64,Mobile Payment,Hồ Chí Minh,17:19:01,Middle-aged (50-64),Spring,Discount on Selected Items,Yes
1000005522,1/25/2020,Joe Hayes,"['Shampoo', 'Bleach', 'Cookies', 'Bagels']",4,19.11,Debit Card,Hồ Chí Minh,16:50:15,Adult (30-49),Spring,None,No
1000005523,1/28/2023,Kaylee Garza,"['Ear Muffs', 'Lotion', 'Razors', 'Frozen Vegetables', 'Ice Cream Tubs']",5,57.27,Cash,Hà Nội,20:40:21,Adult (30-49),Fall,None,Yes
1000005524,8/20/2023,Whitney Long,"['Water Bottle', 'Frozen Cookies', 'Trail Mix', 'Lollipops']",4,52.25,Credit Card,Hà Nội,12:19:54,Teenager (13-19),Fall,BOGO (Buy One Get One),No
1000005525,5/23/2021,Maria Garcia,"['Notebook Paper', 'Frozen Pizza', 'One-Piece Swimsuit', 'Frozen Fruit', 'Mayonnaise', 'Storage Bins']",6,57.73,Cash,Hải Phòng,13:54:24,Young Adult (20-29),Summer,Discount on Selected Items,No
1000005526,6/23/2023,Michael Whitaker,"['Boots', 'Deodorant', 'Sweater']",3,37.14,Credit Card,Hà Nội,11:42:05,Adult (30-49),Fall,None,No
1000005527,8/28/2020,Stephanie Sanchez,"['Dumbbells', 'Shower Cap', 'Laundry Detergent', 'Canned Tuna', 'Chicken']",5,53.8,Credit Card,Hà Nội,19:51:29,Young Adult (20-29),Summer,Discount on Selected Items,No
1000005528,1/26/2023,Matthew Jordan,"['Body Wash', 'Paper Towels', 'Trail Mix', 'Chili Powder']",4,41.35,Mobile Payment,Hồ Chí Minh,14:54:05,Senior (65+),Spring,Discount on Selected Items,Yes
1000005529,10/27/2022,Daniel Ruiz,"['Ice Cream', 'Soap', 'Gloves', 'Folders']",4,47.83,Mobile Payment,Hà Nội,8:57:02,Adult (30-49),Spring,BOGO (Buy One Get One),No
